,area_type,availability,location,size,total_sqft,bath,balcony,price
6520,Super built-up  Area,1,others,2,1115.0,2.0,1.0,50.0
6521,Super built-up  Area,1,Vidyaranyapura,2,1000.0,2.0,1.0,35.0
6522,Super built-up  Area,0,Panathur,3,1580.0,3.0,0.0,71.89
6523,Super built-up  Area,1,Subramanyapura,3,1800.0,3.0,2.0,90.0
6524,Super built-up  Area,1,others,2,1500.0,2.0,2.0,130.0
6526,Super built-up  Area,0,Kothannur,3,1275.0,3.0,2.0,44.0
6527,Super built-up  Area,1,Kasavanhalli,3,1494.0,3.0,2.0,82.0
6528,Super built-up  Area,1,Bhoganhalli,3,1949.0,3.0,2.0,129.0
6529,Super built-up  Area,1,others,2,1020.0,2.0,1.0,46.5
6530,Super built-up  Area,1,Mysore Road,2,883.0,2.0,1.0,45.0
6532,Plot  Area,1,Uttarahalli,6,1680.0,6.0,1.0,125.0
6533,Plot  Area,1,Mysore Road,12,2232.0,6.0,2.0,300.0
6534,Super built-up  Area,1,others,3,2010.0,3.0,3.0,125.0
6535,Super built-up  Area,1,Yeshwanthpur,2,1240.0,2.0,2.0,80.0
6536,Super built-up  Area,1,others,2,1213.0,2.0,1.0,63.0
6537,Super built-up  Area,1,Hegde Nagar,3,1835.0,3.0,3.0,88.0
6538,Plot  Area,1,others,9,1800.0,10.0,3.0,185.0
6540,Built-up  Area,1,Whitefield,4,3425.0,5.0,2.0,250.0
6541,Built-up  Area,1,Gottigere,2,945.0,2.0,0.0,45.0
6542,Super built-up  Area,1,others,3,1504.0,2.0,2.0,100.0
6543,Super built-up  Area,1,Lakshminarayana Pura,3,1569.0,3.0,2.0,150.0
6544,Super built-up  Area,1,Harlur,3,1755.0,3.0,2.0,130.0
6546,Super built-up  Area,0,Hoodi,2,1240.0,2.0,3.0,43.94
6547,Super built-up  Area,0,Electronics City Phase 1,3,1450.0,3.0,2.0,72.54
6548,Super built-up  Area,1,5th Phase JP Nagar,2,1000.0,2.0,0.0,48.0
6549,Plot  Area,1,others,1,3820.0,1.0,1.0,306.0
6550,Super built-up  Area,1,others,5,2000.0,4.0,2.0,145.0
6551,Super built-up  Area,1,others,2,1215.0,2.0,2.0,59.0
6553,Super built-up  Area,1,others,3,1330.0,3.0,3.0,73.5
6554,Super built-up  Area,0,Raja Rajeshwari Nagar,2,1178.0,2.0,1.0,75.0
6555,Plot  Area,0,Hulimavu,4,1500.0,4.0,3.0,192.0
6556,Super built-up  Area,1,others,2,2040.0,2.0,2.0,59.0
6557,Super built-up  Area,0,Bellandur,3,2000.0,3.0,2.0,85.0
6558,Super built-up  Area,0,others,3,1602.0,2.0,1.0,165.0
6559,Plot  Area,1,others,4,1200.0,4.0,1.0,130.0
6561,Built-up  Area,1,others,3,1800.0,3.0,1.0,220.0
6562,Plot  Area,1,others,3,2400.0,2.0,1.0,152.0
6563,Super built-up  Area,1,Sarjapur  Road,3,1700.0,3.0,3.0,108.0
6564,Built-up  Area,1,Jigani,3,1200.0,3.0,2.0,65.0
6565,Plot  Area,1,others,3,1500.0,3.0,0.0,72.0
6566,Plot  Area,1,others,3,1240.0,3.0,2.0,165.0
6567,Built-up  Area,1,Whitefield,3,3000.0,3.0,2.0,400.0
6568,Built-up  Area,1,Kanakpura Road,3,1737.0,3.0,3.0,85.0
6570,Built-up  Area,1,others,3,1280.0,2.0,1.0,48.0
6571,Super built-up  Area,1,CV Raman Nagar,2,1560.0,2.0,2.0,85.0
6572,Super built-up  Area,1,others,2,883.0,2.0,1.0,44.0
6573,Super built-up  Area,1,Kengeri Satellite Town,2,750.0,2.0,1.0,33.0
6574,Super built-up  Area,1,Brookefield,4,2400.0,3.0,3.0,140.0
6575,Super built-up  Area,1,others,2,900.0,2.0,1.0,45.0
6576,Super built-up  Area,1,Hormavu,2,1030.0,2.0,1.0,49.35
6577,Super built-up  Area,1,7th Phase JP Nagar,3,1850.0,3.0,2.0,155.0
6578,Built-up  Area,1,Hennur Road,3,1831.0,3.0,1.0,110.0
6579,Super built-up  Area,1,others,2,1095.0,2.0,1.0,38.33
6580,Built-up  Area,0,Electronic City Phase II,3,1320.0,2.0,1.0,38.13
6581,Super built-up  Area,1,Sarjapur  Road,3,1272.5,2.0,0.0,40.72
6582,Built-up  Area,1,7th Phase JP Nagar,2,1000.0,2.0,1.0,61.0
6583,Super built-up  Area,1,Budigere,3,1820.0,3.0,2.0,85.4
6584,Super built-up  Area,1,Bisuvanahalli,3,1075.0,2.0,1.0,41.0
6585,Plot  Area,0,TC Palaya,3,1500.0,3.0,0.0,83.0
6586,Super built-up  Area,1,Electronics City Phase 1,1,360.0,1.0,0.0,16.9
6587,Super built-up  Area,1,Kadugodi,1,925.0,1.0,0.0,40.7
6588,Super built-up  Area,0,Electronic City,2,1140.0,2.0,1.0,70.93
6589,Super built-up  Area,0,others,2,1145.0,2.0,2.0,58.4
6590,Super built-up  Area,1,others,3,1862.0,3.0,3.0,120.0
6591,Super built-up  Area,1,others,2,947.0,2.0,2.0,43.0
6593,Plot  Area,1,others,3,700.0,3.0,2.0,195.0
6594,Super built-up  Area,1,Kalena Agrahara,2,1120.0,2.0,2.0,40.0
6595,Built-up  Area,1,others,3,2700.0,3.0,3.0,200.0
6596,Super built-up  Area,1,Kaggadasapura,3,1805.0,2.0,2.0,75.0
6597,Super built-up  Area,1,Basavangudi,2,1100.0,2.0,3.0,93.0
6598,Plot  Area,1,others,4,1355.0,3.0,0.0,135.0
6599,Built-up  Area,0,others,3,1677.0,3.0,2.0,98.0
6600,Built-up  Area,1,others,8,2500.0,8.0,3.0,95.0
6601,Super built-up  Area,1,Uttarahalli,3,1560.0,3.0,3.0,74.0
6602,Super built-up  Area,1,others,3,2060.0,3.0,2.0,150.0
6603,Super built-up  Area,1,Koramangala,3,1716.0,2.0,0.0,115.0
6604,Super built-up  Area,1,Harlur,3,1864.0,3.0,1.0,140.0
6605,Built-up  Area,1,Electronics City Phase 1,1,638.0,1.0,1.0,32.0
6606,Plot  Area,1,others,9,1200.0,7.0,3.0,95.0
6608,Super built-up  Area,0,Chandapura,2,937.0,2.0,1.0,30.0
6609,Built-up  Area,1,others,3,1490.0,2.0,1.0,115.0
6610,Super built-up  Area,1,Frazer Town,4,4856.0,5.0,3.0,410.0
6611,Plot  Area,1,Whitefield,4,4003.0,6.0,1.0,525.0
6612,Super built-up  Area,0,Whitefield,2,1100.0,2.0,1.0,37.0
6613,Super built-up  Area,1,Thigalarapalya,2,1000.0,2.0,2.0,48.53
6614,Super built-up  Area,1,Horamavu Agara,2,1060.0,2.0,1.0,37.0
6615,Super built-up  Area,1,Kundalahalli,2,1047.0,2.0,1.0,91.0
6616,Built-up  Area,1,others,2,1200.0,2.0,2.0,80.0
6617,Super built-up  Area,1,Akshaya Nagar,3,1420.0,2.0,2.0,75.0
6619,Super built-up  Area,1,others,3,1550.0,3.0,1.0,59.0
6620,Super built-up  Area,1,Kasavanhalli,3,1555.0,3.0,3.0,82.0
6621,Plot  Area,1,others,7,600.0,6.0,2.0,138.0
6622,Super built-up  Area,1,others,3,1553.0,3.0,3.0,68.0
6623,Super built-up  Area,1,Electronic City Phase II,2,920.0,2.0,2.0,26.0
6624,Super built-up  Area,1,others,3,1740.0,3.0,3.0,120.0
6625,Super built-up  Area,1,others,3,1855.0,3.0,2.0,145.0
6626,Super built-up  Area,0,Kundalahalli,3,1724.0,3.0,1.0,146.0
6627,Super built-up  Area,1,others,2,1020.0,2.0,2.0,60.0
6628,Plot  Area,1,others,6,1000.0,4.0,2.0,150.0
6629,Super built-up  Area,1,Uttarahalli,3,1250.0,2.0,1.0,50.0
6630,Super built-up  Area,1,others,3,1450.0,3.0,2.0,75.0
6631,Super built-up  Area,1,others,2,1200.0,2.0,2.0,80.0
6632,Built-up  Area,1,Haralur Road,2,1140.0,2.0,2.0,58.0
6633,Plot  Area,1,others,5,900.0,5.0,2.0,110.0
6634,Super built-up  Area,1,others,1,550.0,1.0,1.0,16.0
6635,Super built-up  Area,0,Bannerghatta Road,3,1450.0,3.0,1.0,44.0
6637,Super built-up  Area,0,Kanakpura Road,2,700.0,2.0,1.0,35.07
6638,Plot  Area,0,Whitefield,3,1200.0,3.0,1.0,56.0
6639,Super built-up  Area,1,Yelahanka,2,1050.0,2.0,1.0,45.0
6640,Super built-up  Area,1,Somasundara Palya,3,1600.0,3.0,3.0,69.0
6641,Super built-up  Area,1,Bannerghatta Road,3,1625.0,2.0,3.0,75.0
6642,Super built-up  Area,1,others,2,1492.0,2.0,2.0,65.0
6643,Super built-up  Area,0,Whitefield,4,2856.0,5.0,0.0,157.5
6644,Super built-up  Area,1,Sarjapur  Road,3,1489.0,2.0,3.0,82.0
6645,Super built-up  Area,1,Kanakapura,3,1560.0,2.0,2.0,62.38
6646,Super built-up  Area,1,Haralur Road,2,1140.0,2.0,2.0,42.0
6647,Super built-up  Area,1,others,3,1431.0,3.0,2.0,65.0
6648,Super built-up  Area,1,others,3,1682.0,3.0,1.0,114.0
6649,Super built-up  Area,0,Panathur,2,1198.0,2.0,1.0,86.26
6650,Plot  Area,0,others,3,3664.0,3.0,2.0,325.0
6651,Super built-up  Area,1,Sarjapur  Road,3,1550.0,2.0,2.0,69.75
6652,Super built-up  Area,1,Kodichikkanahalli,2,1026.0,2.0,1.0,45.0
6653,Built-up  Area,1,Hennur,3,1260.0,2.0,2.0,52.0
6654,Plot  Area,1,others,2,690.0,2.0,0.0,42.0
6655,Super built-up  Area,1,Sarjapur  Road,1,539.0,1.0,1.0,45.0
6656,Built-up  Area,1,others,4,1200.0,4.0,1.0,85.0
6657,Built-up  Area,1,Attibele,3,2400.0,3.0,3.0,120.0
6658,Super built-up  Area,1,others,2,1200.0,2.0,2.0,79.55
6659,Plot  Area,1,Kundalahalli,4,2500.0,5.0,2.0,350.0
6660,Super built-up  Area,1,Sarjapur  Road,3,1186.0,2.0,2.0,40.0
6661,Super built-up  Area,1,Thanisandra,2,1039.0,2.0,2.0,39.5
6662,Plot  Area,1,others,4,1500.0,5.0,3.0,233.0
6663,Plot  Area,1,Gottigere,5,1500.0,4.0,1.0,100.0
6664,Super built-up  Area,1,Malleshwaram,3,2520.0,3.0,2.0,150.0
6665,Built-up  Area,1,Brookefield,2,1225.0,2.0,2.0,66.5
6666,Built-up  Area,1,Bommanahalli,2,1350.0,2.0,2.0,72.0
6667,Super built-up  Area,1,others,2,1030.0,2.0,2.0,300.0
6668,Built-up  Area,1,Whitefield,3,1550.0,2.0,2.0,49.6
6669,Super built-up  Area,1,Hoodi,3,1490.0,3.0,2.0,79.0
6670,Super built-up  Area,1,others,3,1520.0,3.0,2.0,111.0
6672,Built-up  Area,1,others,3,1391.0,2.0,3.0,64.5
6673,Super built-up  Area,1,Rachenahalli,2,1200.0,2.0,2.0,50.0
6674,Plot  Area,1,others,4,1200.0,4.0,2.0,86.0
6675,Plot  Area,1,others,5,2500.0,6.0,3.0,500.0
6676,Super built-up  Area,1,Yelahanka,2,1322.0,2.0,2.0,80.0
6677,Super built-up  Area,0,Whitefield,3,2173.0,3.0,2.0,128.0
6678,Super built-up  Area,1,Sarjapur  Road,2,1200.0,2.0,2.0,75.0
6679,Super built-up  Area,1,others,2,1200.0,2.0,2.0,47.0
6680,Super built-up  Area,1,Mysore Road,2,1170.0,2.0,2.0,65.0
6681,Super built-up  Area,0,others,2,1125.0,2.0,2.0,45.56
6682,Super built-up  Area,0,Devanahalli,1,698.5,1.0,0.0,28.57
6683,Super built-up  Area,1,others,2,1250.0,2.0,2.0,90.0
6684,Super built-up  Area,0,Chandapura,2,1025.0,2.0,2.0,27.68
6685,Super built-up  Area,1,Yelahanka,3,1075.0,2.0,2.0,36.0
6686,Super built-up  Area,1,others,3,1900.0,2.0,2.0,190.0
6687,Built-up  Area,1,Whitefield,3,1435.0,3.0,2.0,45.0
6688,Super built-up  Area,0,Electronics City Phase 1,2,1175.0,2.0,2.0,64.98
6690,Built-up  Area,1,others,2,900.0,2.0,1.0,33.0
6691,Super built-up  Area,1,Electronics City Phase 1,1,585.0,1.0,1.0,21.0
6692,Plot  Area,1,Jigani,4,3170.0,5.0,2.0,230.0
6693,Super built-up  Area,0,others,3,1602.0,2.0,1.0,170.0
6694,Super built-up  Area,1,Thanisandra,2,1220.0,2.0,2.0,42.0
6695,Super built-up  Area,1,Rajaji Nagar,3,2500.0,3.0,3.0,350.0
6696,Super built-up  Area,1,Sarjapur  Road,3,2145.0,3.0,3.0,180.0
6697,Super built-up  Area,1,Bannerghatta Road,2,960.0,2.0,3.0,58.0
6698,Super built-up  Area,1,others,1,907.0,1.0,1.0,38.0
6699,Super built-up  Area,1,Old Madras Road,2,1210.0,2.0,1.0,74.0
6700,Plot  Area,1,others,4,900.0,4.0,1.0,150.0
6701,Super built-up  Area,1,others,2,1230.0,2.0,2.0,70.0
6702,Super built-up  Area,1,5th Phase JP Nagar,3,1350.0,2.0,1.0,75.0
6703,Super built-up  Area,1,others,2,1150.0,2.0,2.0,58.0
6704,Super built-up  Area,0,Sarjapur,3,1404.0,2.0,0.0,53.35
6705,Super built-up  Area,1,others,2,1050.0,2.0,3.0,48.0
6706,Plot  Area,1,Kothanur,8,1020.0,10.0,0.0,155.0
6707,Super built-up  Area,1,Yelahanka,2,1285.0,2.0,2.0,56.0
6708,Super built-up  Area,1,Hormavu,2,1018.0,2.0,1.0,50.8
6709,Plot  Area,1,others,3,1200.0,3.0,2.0,57.0
6711,Super built-up  Area,1,others,3,1600.0,3.0,3.0,95.0
6712,Super built-up  Area,0,9th Phase JP Nagar,2,1480.0,2.0,1.0,80.0
6713,Built-up  Area,1,Kodichikkanahalli,5,2500.0,7.0,0.0,125.0
6714,Built-up  Area,1,others,1,480.0,1.0,1.0,25.0
6715,Super built-up  Area,1,Akshaya Nagar,3,1435.0,3.0,3.0,53.0
6716,Built-up  Area,1,others,1,450.0,1.0,2.0,60.0
6717,Super built-up  Area,1,others,1,600.0,2.0,0.0,23.0
6718,Super built-up  Area,1,CV Raman Nagar,3,1590.0,2.0,3.0,85.0
6720,Built-up  Area,1,others,2,936.0,2.0,0.0,40.2
6721,Super built-up  Area,1,Banashankari,2,1181.0,2.0,1.0,75.0
6722,Super built-up  Area,0,Kengeri,3,1741.0,3.0,2.0,80.0
6723,Super built-up  Area,0,JP Nagar,3,1750.0,3.0,1.0,123.0
6724,Super built-up  Area,1,others,2,1050.0,2.0,2.0,42.7
6725,Super built-up  Area,0,Tumkur Road,2,1027.0,2.0,1.0,60.0
6726,Built-up  Area,1,others,2,596.0,2.0,1.0,22.0
6727,Built-up  Area,1,others,4,3463.0,6.0,0.0,310.0
6728,Built-up  Area,1,others,3,1600.0,3.0,2.0,70.0
6730,Super built-up  Area,1,Sahakara Nagar,2,1000.0,2.0,1.0,60.0
6731,Super built-up  Area,0,Varthur,2,1120.0,2.0,2.0,44.24
6732,Plot  Area,1,others,2,1200.0,2.0,0.0,85.0
6733,Super built-up  Area,0,others,2,1200.0,2.0,2.0,35.0
6734,Super built-up  Area,1,others,3,1570.0,3.0,2.0,110.0
6735,Super built-up  Area,1,Koramangala,3,1500.0,3.0,1.0,135.0
6736,Built-up  Area,1,Frazer Town,2,1315.0,2.0,2.0,140.0
6737,Super built-up  Area,0,Electronic City Phase II,2,1140.0,2.0,1.0,33.84
6738,Super built-up  Area,1,Banashankari,2,1105.0,2.0,2.0,90.0
6739,Built-up  Area,0,Electronic City,2,1200.0,2.0,1.0,34.65
6740,Super built-up  Area,0,Whitefield,1,905.0,1.0,1.0,62.0
6741,Plot  Area,1,HSR Layout,4,2400.0,4.0,0.0,350.0
6742,Super built-up  Area,1,Kudlu Gate,2,1185.0,2.0,1.0,50.0
6743,Super built-up  Area,1,Koramangala,2,1083.0,2.0,1.0,100.0
6744,Super built-up  Area,1,others,3,1458.0,3.0,2.0,60.0
6745,Super built-up  Area,1,Hormavu,3,1555.0,3.0,2.0,75.0
6746,Built-up  Area,1,others,2,1200.0,2.0,2.0,45.0
6747,Super built-up  Area,1,Sarjapur  Road,2,1308.0,2.0,1.0,58.86
6748,Super built-up  Area,1,Kudlu,2,1024.0,2.0,2.0,44.0
6750,Super built-up  Area,1,Kanakapura,3,1450.0,3.0,1.0,75.0
6751,Super built-up  Area,1,others,3,1639.0,3.0,3.0,120.0
6753,Super built-up  Area,0,Hennur Road,2,1232.0,2.0,1.0,87.0
6754,Super built-up  Area,1,Kasavanhalli,3,1719.0,3.0,1.0,184.0
6755,Super built-up  Area,0,Chandapura,2,975.0,2.0,1.0,24.86
6757,Super built-up  Area,1,Jakkur,2,1230.0,2.0,1.0,79.0
6758,Plot  Area,1,others,4,1350.0,4.0,2.0,140.0
6759,Super built-up  Area,1,KR Puram,2,1076.0,2.0,2.0,67.0
6760,Built-up  Area,1,Kumaraswami Layout,7,2400.0,7.0,1.0,125.0
6761,Super built-up  Area,1,others,3,995.0,2.0,2.0,34.82
6762,Super built-up  Area,1,others,3,2120.0,3.0,2.0,177.0
6764,Plot  Area,1,others,6,850.0,6.0,2.0,78.0
6765,Super built-up  Area,1,Electronic City,2,1096.0,2.0,2.0,40.55
6766,Super built-up  Area,1,Horamavu Agara,2,1107.83,2.0,1.0,41.51
6767,Built-up  Area,1,others,1,505.0,1.0,0.0,85.0
6768,Super built-up  Area,1,Sarjapur  Road,2,1320.0,2.0,2.0,115.0
6769,Super built-up  Area,0,8th Phase JP Nagar,3,1431.5,3.0,0.0,72.02
6770,Super built-up  Area,0,Whitefield,2,1320.0,2.0,1.0,99.26
6771,Super built-up  Area,1,Whitefield,3,2901.0,4.0,2.0,190.0
6772,Built-up  Area,1,others,3,1315.0,2.0,2.0,65.0
6773,Super built-up  Area,1,others,2,1000.0,2.0,1.0,44.0
6774,Super built-up  Area,1,Hosakerehalli,3,1596.0,3.0,3.0,79.8
6776,Plot  Area,1,Whitefield,4,2403.0,4.0,2.0,270.0
6777,Super built-up  Area,0,Old Madras Road,3,1350.0,3.0,2.0,47.25
6779,Super built-up  Area,0,others,2,1175.0,2.0,2.0,79.0
6780,Super built-up  Area,1,Talaghattapura,2,921.0,2.0,1.0,29.47
6781,Built-up  Area,1,Malleshwaram,4,4000.0,4.0,2.0,1100.0
6782,Super built-up  Area,1,others,3,1713.0,3.0,3.0,125.0
6783,Built-up  Area,1,others,2,1200.0,2.0,0.0,43.0
6784,Built-up  Area,1,8th Phase JP Nagar,3,1900.0,4.0,1.0,90.0
6785,Super built-up  Area,1,Kudlu Gate,3,1664.0,3.0,2.0,68.0
6786,Super built-up  Area,0,others,3,1795.0,3.0,2.0,139.0
6787,Built-up  Area,1,others,1,600.0,1.0,1.0,19.5
6788,Built-up  Area,1,Hoodi,2,1240.0,2.0,3.0,65.0
6789,Super built-up  Area,1,Hegde Nagar,3,1965.0,4.0,2.0,132.0
6790,Plot  Area,1,others,3,600.0,4.0,0.0,99.0
6791,Plot  Area,1,Sarjapur,4,4111.0,4.0,1.0,370.0
6792,Super built-up  Area,0,Electronics City Phase 1,2,1200.0,2.0,2.0,59.76
6793,Super built-up  Area,1,others,2,1112.0,2.0,3.0,68.0
6794,Built-up  Area,1,Raja Rajeshwari Nagar,3,3000.0,3.0,2.0,60.0
6795,Super built-up  Area,1,Mahadevpura,2,1136.0,2.0,3.0,64.5
6796,Super built-up  Area,1,Jigani,2,914.0,2.0,2.0,55.0
6797,Super built-up  Area,1,others,3,1270.0,2.0,1.0,50.79
6798,Super built-up  Area,1,Rachenahalli,2,1050.0,2.0,2.0,47.25
6799,Super built-up  Area,1,Marathahalli,3,1385.0,2.0,2.0,68.5
6800,Super built-up  Area,1,others,2,990.0,2.0,3.0,35.0
6801,Built-up  Area,1,Yelahanka,2,845.0,2.0,2.0,43.0
6802,Super built-up  Area,0,Whitefield,2,1485.0,2.0,1.0,96.51
6803,Super built-up  Area,1,Kanakapura,3,1460.0,2.0,3.0,43.79
6804,Super built-up  Area,1,Thanisandra,2,1450.0,2.0,1.0,57.0
6805,Built-up  Area,1,HSR Layout,3,1360.0,2.0,1.0,53.0
6806,Built-up  Area,1,others,2,1375.0,2.0,3.0,58.0
6807,Super built-up  Area,1,Uttarahalli,2,1125.0,2.0,1.0,48.0
6808,Super built-up  Area,1,Banashankari,1,720.0,1.0,1.0,60.0
6809,Super built-up  Area,1,7th Phase JP Nagar,3,1460.0,2.0,2.0,100.0
6810,Built-up  Area,1,others,2,1107.0,2.0,2.0,40.0
6811,Built-up  Area,1,others,2,1158.0,2.0,3.0,75.0
6812,Super built-up  Area,1,others,2,800.0,1.0,1.0,30.0
6814,Super built-up  Area,1,Bhoganhalli,3,1760.0,3.0,2.0,128.0
6815,Plot  Area,1,others,4,3200.0,4.0,2.0,200.0
6816,Plot  Area,0,others,2,600.0,3.0,2.0,145.0
6817,Built-up  Area,1,TC Palaya,3,1350.0,3.0,1.0,60.0
6818,Plot  Area,1,others,6,600.0,6.0,3.0,100.0
6819,Built-up  Area,0,others,2,1125.0,2.0,1.0,32.49
6820,Super built-up  Area,1,Frazer Town,3,1706.0,3.0,3.0,154.0
6821,Super built-up  Area,1,others,3,1600.0,3.0,2.0,112.0
6822,Super built-up  Area,1,others,2,1200.0,2.0,0.0,90.0
6823,Super built-up  Area,1,Whitefield,3,1755.0,3.0,3.0,101.0
6824,Super built-up  Area,1,Hulimavu,2,1200.0,2.0,1.0,50.0
6825,Super built-up  Area,1,others,2,1200.0,2.0,2.0,67.0
6826,Super built-up  Area,1,others,2,1266.67,2.0,0.0,69.0
6827,Super built-up  Area,1,others,3,1800.0,3.0,2.0,90.0
6828,Plot  Area,1,others,3,1200.0,4.0,1.0,275.0
6829,Super built-up  Area,0,others,3,1300.0,3.0,2.0,64.0
6830,Plot  Area,1,others,3,800.0,3.0,3.0,60.0
6831,Plot  Area,1,Whitefield,4,4800.0,5.0,2.0,550.0
6832,Super built-up  Area,0,Mysore Road,2,1029.5,2.0,0.0,50.855
6833,Super built-up  Area,1,Raja Rajeshwari Nagar,2,1128.0,2.0,2.0,40.0
6834,Plot  Area,1,others,2,2000.0,2.0,1.0,160.0
6835,Super built-up  Area,0,Panathur,2,1210.0,2.0,1.0,80.0
6836,Super built-up  Area,0,others,4,2710.0,6.0,2.0,142.0
6837,Super built-up  Area,1,Raja Rajeshwari Nagar,2,1151.0,2.0,2.0,39.0
6838,Super built-up  Area,0,Rajaji Nagar,5,7500.0,8.0,3.0,1700.0
6840,Super built-up  Area,1,Electronic City,2,1017.0,2.0,2.0,27.0
6841,Built-up  Area,1,Sarjapur  Road,2,920.0,2.0,1.0,40.0
6842,Plot  Area,1,others,4,1200.0,3.0,1.0,180.0
6843,Plot  Area,1,others,5,1000.0,5.0,2.0,140.0
6844,Super built-up  Area,1,others,3,1750.0,3.0,3.0,86.5
6845,Built-up  Area,1,others,2,1163.0,2.0,1.0,65.0
6846,Super built-up  Area,1,7th Phase JP Nagar,3,1650.0,3.0,3.0,110.0
6847,Super built-up  Area,1,others,3,1800.0,3.0,3.0,95.0
6848,Super built-up  Area,1,CV Raman Nagar,2,1100.0,2.0,1.0,58.0
6849,Built-up  Area,1,R.T. Nagar,2,1200.0,2.0,2.0,60.0
6850,Super built-up  Area,1,others,3,1410.0,3.0,2.0,65.0
6851,Super built-up  Area,0,Begur Road,3,1933.0,3.0,2.0,98.0
6852,Super built-up  Area,1,Begur Road,2,1200.0,2.0,2.0,45.6
6853,Super built-up  Area,1,Whitefield,3,1608.0,2.0,3.0,63.0
6854,Plot  Area,1,others,4,2679.0,5.0,2.0,280.0
6855,Super built-up  Area,1,others,2,1156.0,2.0,2.0,46.9
6856,Plot  Area,0,others,2,1230.0,2.0,0.0,75.0
6857,Super built-up  Area,1,Kasavanhalli,1,770.0,1.0,1.0,43.82
6858,Super built-up  Area,1,others,3,1777.26,3.0,2.0,105.0
6859,Super built-up  Area,1,Kanakpura Road,2,1339.0,2.0,2.0,85.0
6860,Built-up  Area,0,Sarjapur  Road,3,3044.0,3.0,2.0,183.0
6861,Built-up  Area,1,others,2,1080.0,2.0,2.0,44.8
6862,Carpet  Area,1,others,8,3150.0,5.0,2.0,145.0
6863,Plot  Area,1,others,2,2400.0,2.0,2.0,135.0
6864,Built-up  Area,1,Hulimavu,3,1450.0,3.0,3.0,72.0
6865,Super built-up  Area,0,Kothanur,2,1075.0,2.0,2.0,53.0
6866,Super built-up  Area,1,Sarjapur  Road,3,1163.0,2.0,2.0,62.0
6867,Built-up  Area,1,TC Palaya,2,1200.0,2.0,0.0,65.0
6868,Plot  Area,1,others,8,1200.0,8.0,1.0,135.0
6870,Built-up  Area,1,Hebbal,2,1299.0,2.0,1.0,100.0
6872,Super built-up  Area,1,others,2,1170.0,2.0,2.0,75.0
6874,Super built-up  Area,1,Yelahanka,4,2600.0,4.0,3.0,175.0
6875,Super built-up  Area,1,KR Puram,2,1140.0,2.0,1.0,43.32
6876,Super built-up  Area,1,Kanakpura Road,3,1900.0,3.0,3.0,125.0
6877,Built-up  Area,0,Bommasandra Industrial Area,2,1090.0,2.0,1.0,31.48
6878,Super built-up  Area,1,Electronic City,2,1110.0,2.0,1.0,39.95
6879,Super built-up  Area,0,others,1,705.0,1.0,1.0,57.0
6880,Super built-up  Area,1,others,2,1089.0,2.0,1.0,60.0
6881,Plot  Area,1,others,2,880.0,2.0,1.0,48.0
6882,Built-up  Area,1,others,2,1080.0,2.0,2.0,32.0
6883,Super built-up  Area,0,Thanisandra,2,1093.0,2.0,1.0,68.1
6884,Super built-up  Area,0,others,3,1480.0,3.0,1.0,75.48
6885,Super built-up  Area,1,Hegde Nagar,3,1703.0,3.0,2.0,125.0
6886,Super built-up  Area,1,Hebbal,2,1200.0,2.0,1.0,60.0
6887,Super built-up  Area,1,Marathahalli,3,1690.0,3.0,2.0,116.0
6888,Super built-up  Area,1,Yelahanka,2,1305.0,2.0,1.0,78.0
6889,Super built-up  Area,0,Talaghattapura,3,1257.0,2.0,2.0,40.22
6890,Super built-up  Area,1,others,2,1150.0,2.0,2.0,45.0
6891,Super built-up  Area,1,others,2,1194.0,2.0,0.0,55.0
6892,Built-up  Area,1,others,3,2000.0,3.0,1.0,90.0
6893,Plot  Area,1,Anekal,3,1500.0,4.0,1.0,99.0
6894,Built-up  Area,1,others,2,1025.0,2.0,0.0,42.5
6895,Built-up  Area,1,Horamavu Agara,2,980.0,2.0,1.0,38.19
6896,Plot  Area,1,Hosakerehalli,3,1200.0,2.0,1.0,100.0
6897,Super built-up  Area,1,Whitefield,3,2225.0,3.0,1.0,149.0
6898,Super built-up  Area,1,others,2,1022.0,2.0,2.0,57.0
6899,Plot  Area,1,others,4,882.0,3.0,0.0,72.0
6900,Built-up  Area,1,others,2,1153.0,2.0,2.0,45.0
6901,Super built-up  Area,1,others,2,1175.0,2.0,2.0,60.0
6902,Built-up  Area,1,Vidyaranyapura,3,1560.0,3.0,3.0,68.0
6903,Built-up  Area,1,Yelahanka New Town,1,650.0,1.0,1.0,17.0
6904,Plot  Area,1,others,3,600.0,3.0,2.0,65.0
6905,Super built-up  Area,1,others,2,1350.0,3.0,2.0,55.0
6906,Plot  Area,1,others,2,1200.0,2.0,1.0,76.0
6907,Super built-up  Area,1,others,2,1200.0,1.0,1.0,54.0
6908,Super built-up  Area,1,Chandapura,2,800.0,2.0,1.0,25.0
6909,Super built-up  Area,0,Electronic City,4,2093.0,4.0,1.0,104.0
6910,Super built-up  Area,0,Uttarahalli,3,1320.0,2.0,2.0,55.44
6911,Super built-up  Area,1,Bannerghatta Road,2,1275.0,2.0,1.0,73.0
6912,Super built-up  Area,1,Begur Road,2,1215.0,2.0,2.0,43.13
6914,Super built-up  Area,1,Begur Road,3,1444.0,2.0,2.0,71.5
6915,Super built-up  Area,1,others,2,950.0,2.0,2.0,38.0
