,availability,size,total_sqft,bath,balcony,price,area_type_n,location_n
6926,1,3,1744.0,3.0,1.0,200.0,3,70
6927,1,3,1605.0,3.0,2.0,100.0,3,112
6928,1,2,1250.0,2.0,2.0,82.0,3,108
6929,1,3,2476.0,3.0,3.0,337.0,3,79
6930,1,3,1260.0,2.0,2.0,76.0,0,97
6931,0,3,1615.0,3.0,1.0,175.0,3,90
6932,1,2,1180.0,2.0,1.0,56.0,3,109
6933,1,3,1255.0,2.0,2.0,50.19,3,103
6934,1,2,1025.0,2.0,1.0,53.9,3,32
6935,1,3,1877.0,4.0,2.0,150.0,3,95
6936,1,3,1649.0,3.0,2.0,150.0,0,77
6938,1,5,2500.0,5.0,2.0,125.0,0,45
6939,1,3,1542.0,3.0,2.0,98.0,0,112
6941,1,2,1012.0,2.0,0.0,42.0,0,112
6942,1,2,1200.0,2.0,1.0,65.0,2,26
6943,1,2,1115.0,2.0,2.0,43.0,3,95
6944,1,3,1680.0,4.0,3.0,95.0,3,37
6945,1,2,1171.0,2.0,2.0,72.0,3,84
6946,1,2,1027.0,2.0,1.0,68.62,3,102
6947,1,3,1700.0,3.0,3.0,75.0,3,112
6948,1,2,1090.0,2.0,2.0,38.15,3,64
6949,0,2,1232.0,2.0,1.0,74.0,3,46
6950,1,2,766.0,2.0,2.0,28.0,3,9
6951,1,5,1200.0,5.0,0.0,180.0,2,112
6952,0,1,525.0,1.0,1.0,27.0,3,65
6954,1,3,1452.0,2.0,1.0,41.0,0,55
6955,1,3,1254.0,2.0,1.0,65.0,3,112
6956,1,5,3600.0,5.0,0.0,110.0,0,112
6957,0,3,1593.0,3.0,1.0,118.0,3,65
6958,1,2,1333.0,2.0,2.0,77.27,3,112
6959,1,3,1100.0,3.0,1.0,110.0,0,112
6960,1,3,1375.0,2.0,1.0,54.99,3,89
6961,1,3,1650.0,3.0,3.0,82.0,3,112
6962,1,3,1430.0,2.0,2.0,51.48,3,100
6963,1,2,940.0,2.0,1.0,54.0,0,32
6964,1,1,435.0,1.0,1.0,21.0,3,32
6965,1,2,1160.0,2.0,2.0,36.54,3,16
6966,0,3,1500.0,2.0,1.0,77.5,3,32
6967,1,3,1890.0,2.0,1.0,100.0,3,70
6968,1,2,1050.0,2.0,1.0,70.0,0,112
6969,1,6,1200.0,6.0,3.0,220.0,2,112
6970,1,2,1027.0,2.0,2.0,43.0,3,40
6972,1,3,3000.0,4.0,2.0,235.0,2,112
6973,1,3,1459.0,2.0,1.0,95.0,3,102
6974,0,3,1711.0,3.0,3.0,85.61,3,109
6975,0,2,1250.0,2.0,2.0,98.0,3,47
6977,1,2,875.0,2.0,1.0,57.0,2,7
6978,0,2,1334.0,2.0,1.0,67.0,0,92
6979,0,2,1140.0,2.0,1.0,32.92,0,112
6982,0,3,1776.0,3.0,1.0,190.0,3,90
6983,1,3,2072.0,4.0,2.0,160.0,3,101
6984,1,3,1600.0,3.0,2.0,170.0,2,76
6985,1,6,1200.0,4.0,2.0,115.0,2,112
6986,1,2,920.0,2.0,3.0,39.0,3,68
6987,0,2,778.0,2.0,0.0,25.29,3,26
6988,1,4,1310.0,3.0,3.0,95.0,2,112
6989,1,3,1631.0,3.0,2.0,80.0,3,32
6990,0,1,525.0,1.0,1.0,27.5,3,65
6991,1,3,1395.0,3.0,3.0,82.0,0,57
6992,1,3,2000.0,3.0,2.0,105.0,3,112
6993,0,2,1232.0,2.0,1.0,66.0,3,46
6994,1,2,1075.0,2.0,1.0,55.0,3,112
6995,1,2,1205.0,2.0,2.0,70.0,3,38
6996,1,4,1200.0,4.0,2.0,165.0,2,112
6998,1,3,1179.0,2.0,1.0,55.0,3,112
6999,1,2,1013.0,2.0,1.0,51.0,3,112
7000,1,2,1160.0,2.0,2.0,40.6,3,103
7002,1,2,1200.0,2.0,2.0,62.5,3,1
7003,1,7,1200.0,5.0,0.0,80.0,2,112
7004,1,3,1255.0,2.0,3.0,50.19,3,103
7005,1,3,1100.0,2.0,1.0,145.0,0,112
7006,1,2,1069.0,2.0,1.0,55.0,0,112
7007,1,3,1200.0,3.0,2.0,99.0,2,112
7009,1,2,1065.0,2.0,2.0,55.0,3,80
7010,1,2,1395.0,2.0,0.0,75.0,0,77
7011,1,3,1725.0,2.0,1.0,165.0,0,43
7012,1,2,1007.0,2.0,2.0,43.0,0,112
7013,1,3,1436.0,2.0,2.0,55.0,0,67
7014,1,6,4250.0,6.0,3.0,150.0,3,112
7016,1,2,1200.0,2.0,0.0,58.0,2,67
7017,0,2,940.0,2.0,1.0,43.61,3,81
7018,1,6,4300.0,6.0,2.0,175.0,0,59
7020,1,3,1740.0,3.0,2.0,191.0,0,54
7021,0,2,1194.0,2.0,2.0,47.0,3,40
7022,1,3,3761.0,3.0,2.0,650.0,3,112
7023,1,3,1829.0,3.0,2.0,125.0,3,30
7024,1,4,1800.0,4.0,3.0,178.0,2,108
7025,1,2,1000.0,2.0,1.0,60.0,3,112
7027,1,5,800.0,4.0,2.0,98.0,2,112
7028,1,2,675.0,1.0,1.0,15.0,3,112
7029,1,2,1390.0,2.0,2.0,95.0,3,42
7030,1,3,1500.0,3.0,2.0,104.0,3,77
7031,0,3,2047.0,3.0,2.0,136.0,3,106
7032,1,2,1202.0,2.0,1.0,79.0,3,56
7033,1,2,1012.0,2.0,1.0,59.0,3,112
7034,1,3,2132.0,3.0,3.0,80.0,3,112
7035,1,4,1350.0,4.0,3.0,340.0,2,89
7036,1,1,605.0,1.0,1.0,40.0,3,108
7037,1,2,1331.0,2.0,1.0,88.0,3,41
7038,0,2,1200.0,2.0,0.0,69.0,2,112
7039,1,2,1150.0,2.0,0.0,250.0,0,112
7040,1,2,1200.0,2.0,1.0,136.0,2,93
7041,1,2,1800.0,2.0,0.0,300.0,0,112
7042,1,3,600.0,2.0,1.0,50.0,2,112
7043,1,3,1280.0,2.0,2.0,49.0,3,112
7044,1,2,1007.0,2.0,1.0,62.0,3,12
7045,0,3,1370.0,2.0,1.0,61.0,3,100
7046,1,2,925.0,2.0,2.0,35.0,3,112
7047,1,2,1500.0,2.0,0.0,75.0,3,98
7048,1,1,450.0,1.0,1.0,12.5,0,10
7049,1,4,1200.0,4.0,1.0,140.0,0,112
7050,0,2,1341.0,2.0,1.0,95.0,3,46
7051,1,3,1350.0,2.0,2.0,47.25,3,112
7052,1,2,992.0,2.0,1.0,60.0,3,102
7053,1,2,1163.0,2.0,2.0,68.0,3,103
7054,1,2,1229.0,2.0,2.0,70.0,3,95
7055,1,2,600.0,2.0,2.0,39.0,2,112
7056,1,2,1219.0,2.0,1.0,61.26,3,33
7057,1,3,1525.0,2.0,2.0,99.13,3,89
7058,0,2,1147.0,2.0,1.0,60.0,3,66
7059,1,3,1412.0,2.0,3.0,88.0,3,4
7061,0,2,1044.0,2.0,1.0,34.77,3,95
7062,1,2,1190.0,2.0,2.0,63.0,3,82
7063,1,3,1240.0,2.0,2.0,65.0,3,112
7064,1,3,1352.0,3.0,1.0,65.0,3,58
7065,1,2,1100.0,2.0,2.0,55.0,0,112
7066,1,3,1330.0,2.0,2.0,39.9,3,103
7067,0,3,1700.0,3.0,2.0,111.0,3,112
7068,0,2,1355.0,2.0,1.0,67.0,3,32
7069,0,2,1200.0,2.0,1.0,46.0,3,92
7072,1,3,1615.0,3.0,2.0,50.87,3,16
7073,1,2,1340.0,2.0,1.0,65.0,3,112
7075,1,1,400.0,1.0,0.0,55.0,0,111
7076,1,2,1080.0,2.0,1.0,52.0,3,29
7077,1,2,1600.0,2.0,1.0,31.0,3,112
7078,1,2,1200.0,2.0,0.0,34.0,3,32
7079,0,3,2700.0,3.0,2.0,150.0,2,46
7080,1,3,1780.0,3.0,0.0,110.0,0,112
7081,1,3,1605.0,3.0,2.0,65.0,0,112
7083,1,3,646.0,2.0,1.0,65.0,2,112
7084,1,2,1200.0,2.0,2.0,80.0,3,112
7085,1,2,900.0,2.0,0.0,49.0,2,112
7086,0,3,1830.0,3.0,1.0,88.0,0,94
7089,1,5,1800.0,4.0,1.0,68.0,2,112
7090,1,3,715.0,2.0,0.0,32.0,0,26
7091,0,3,1230.0,2.0,2.0,31.37,3,26
7092,1,2,1065.0,2.0,1.0,42.59,3,103
7093,1,8,1350.0,8.0,2.0,185.0,2,112
7094,1,3,1080.0,3.0,2.0,149.0,2,112
7095,1,3,900.0,2.0,0.0,65.0,0,112
7096,1,2,946.0,2.0,2.0,45.0,3,112
7098,0,3,1711.0,3.0,1.0,110.0,3,95
7099,1,4,1200.0,3.0,2.0,160.0,2,112
7100,0,2,950.0,2.0,1.0,25.65,3,26
7101,1,3,1656.0,3.0,2.0,80.0,3,74
7102,1,2,1075.0,2.0,1.0,46.76,3,103
7103,1,3,1752.12,3.0,2.0,133.0,3,41
7104,1,8,6000.0,8.0,0.0,220.0,2,42
7105,1,3,1540.0,3.0,3.0,85.0,3,112
7106,1,4,600.0,4.0,3.0,125.0,2,112
7107,1,1,665.0,1.0,2.0,32.0,3,112
7109,0,2,1145.0,2.0,1.0,54.0,3,34
7110,0,2,1185.0,2.0,2.0,41.0,3,108
7111,1,3,1200.0,3.0,1.0,190.0,2,112
7112,1,3,1693.0,3.0,2.0,125.0,0,80
7113,1,3,2456.0,3.0,3.0,220.0,3,112
7114,1,3,2559.0,3.0,2.0,403.0,3,90
7115,1,2,1155.0,2.0,1.0,40.6,3,103
7116,0,3,1610.0,2.0,2.0,64.4,3,112
7117,0,3,1200.0,3.0,2.0,56.58,2,108
7118,1,2,1530.0,2.0,1.0,185.0,2,112
7119,1,3,1709.0,3.0,1.0,80.0,0,112
7120,1,4,600.0,4.0,0.0,60.0,2,112
7122,1,1,840.0,1.0,1.0,150.0,2,112
7123,1,3,1400.0,2.0,1.0,50.0,3,36
7124,1,2,1200.0,2.0,1.0,42.0,3,59
7125,1,3,1439.0,3.0,1.0,57.23,3,112
7126,1,2,1375.0,2.0,2.0,72.0,3,66
7127,1,5,2990.0,5.0,3.0,416.0,2,11
7128,1,3,1200.0,2.0,1.0,75.0,3,106
7129,1,2,1315.0,2.0,3.0,75.0,0,109
7130,0,2,1500.0,2.0,0.0,40.0,2,112
7131,1,6,3600.0,6.0,1.0,200.0,0,109
7132,1,2,1178.0,2.0,3.0,82.0,3,106
7133,1,3,1430.0,3.0,2.0,59.0,3,14
7134,1,3,1400.0,2.0,2.0,65.8,3,78
7135,1,2,1093.0,2.0,2.0,72.0,3,100
7136,1,2,1200.0,2.0,1.0,45.0,3,112
7137,1,5,5000.0,6.0,1.0,360.0,2,112
7138,0,3,1200.0,2.0,0.0,130.0,0,112
7139,0,3,2210.0,3.0,2.0,156.0,0,108
7140,1,2,1150.0,2.0,2.0,70.0,3,103
7141,1,3,1435.0,2.0,1.0,60.0,3,112
7143,0,2,1173.0,2.0,1.0,78.2,3,108
7144,1,2,1140.0,2.0,1.0,39.0,3,100
7145,1,3,1717.0,3.0,3.0,120.0,3,112
7147,1,3,1370.0,3.0,2.0,67.0,0,47
7148,0,2,1025.0,2.0,1.0,90.0,3,34
7149,1,3,1409.0,2.0,3.0,62.0,3,112
7150,1,2,1200.0,2.0,1.0,52.0,3,17
7151,1,2,1200.0,2.0,1.0,53.5,3,100
7152,0,3,1740.0,4.0,3.0,130.0,3,108
7153,0,2,1232.0,2.0,1.0,88.0,3,46
7154,0,2,1200.0,2.0,1.0,36.0,2,26
7156,1,2,1250.0,2.0,1.0,50.0,3,112
7157,1,2,1475.0,2.0,2.0,171.0,0,112
7158,1,4,2100.0,4.0,2.0,85.0,3,20
7159,1,1,552.0,1.0,1.0,23.5,3,0
7160,1,3,1065.0,2.0,2.0,42.59,3,103
7161,0,3,1000.0,3.0,1.0,130.0,2,45
7162,1,2,1225.0,2.0,0.0,65.0,2,112
7163,1,1,650.0,1.0,0.0,16.0,0,112
7164,1,2,1067.0,2.0,2.0,52.0,3,85
7165,1,3,1364.0,2.0,2.0,56.0,3,94
7166,1,3,1750.0,3.0,3.0,75.0,3,112
7167,1,2,1240.0,2.0,1.0,71.0,3,14
7168,1,2,1200.0,2.0,0.0,75.0,2,53
7170,1,3,1504.0,2.0,2.0,102.0,3,112
7171,1,2,1116.0,2.0,1.0,49.8,3,112
7172,1,3,2365.0,4.0,2.0,175.0,3,46
7173,1,2,1308.0,2.0,2.0,37.0,0,112
7174,1,2,864.0,2.0,0.0,45.0,0,106
7175,1,5,1200.0,5.0,1.0,139.0,2,105
7177,1,2,1333.0,2.0,1.0,100.0,3,42
7178,1,4,1800.0,4.0,1.0,145.0,3,112
7180,1,3,1698.0,3.0,2.0,107.0,3,100
7181,0,3,1275.0,2.0,2.0,43.6,3,55
7182,1,2,1060.0,2.0,1.0,48.0,3,89
7183,1,2,1160.0,2.0,1.0,49.0,3,45
7185,1,3,675.0,3.0,1.0,70.0,2,50
7187,1,2,1310.0,2.0,1.0,66.0,3,46
7188,1,6,1806.0,6.0,1.0,370.0,2,106
7190,1,3,2145.0,3.0,2.0,165.0,3,104
7191,1,3,1693.0,3.0,1.0,125.0,3,80
7192,1,3,1230.0,3.0,3.0,60.0,3,58
7193,0,3,1200.0,3.0,1.0,145.0,2,29
7194,0,3,1310.0,2.0,1.0,37.83,0,22
7195,1,2,1150.0,2.0,1.0,60.0,3,112
7196,0,3,1385.0,2.0,2.0,66.5,3,112
7197,1,2,1066.0,2.0,2.0,52.5,3,102
7198,0,3,2293.0,3.0,2.0,80.26,3,100
7199,1,3,720.0,3.0,1.0,81.0,2,112
7200,1,3,1625.0,3.0,3.0,92.0,1,112
7202,1,4,2100.0,6.0,1.0,252.0,2,106
7203,1,4,2400.0,4.0,3.0,250.0,3,112
7205,1,2,1000.0,2.0,1.0,70.65,3,1
7206,1,2,907.0,2.0,2.0,38.0,3,112
7207,1,4,3500.0,4.0,0.0,138.0,2,112
7208,1,3,1395.0,2.0,3.0,79.0,3,104
7209,1,2,1180.0,2.0,2.0,50.0,3,112
7210,1,5,1903.0,6.0,2.0,140.0,2,112
7211,0,2,1175.0,2.0,1.0,47.0,3,32
7212,1,2,1272.0,2.0,2.0,51.5,3,112
7213,1,3,1490.0,2.0,1.0,92.0,3,112
7214,1,2,1144.0,2.0,2.0,67.0,3,111
7216,1,2,1143.0,2.0,1.0,53.0,3,49
7217,1,3,2500.0,3.0,2.0,190.0,2,112
7219,0,2,1044.0,2.0,1.0,60.0,3,112
7220,1,2,1352.0,3.0,1.0,93.0,3,112
7221,1,3,1552.0,3.0,3.0,75.0,3,46
7222,1,3,1785.0,3.0,2.0,120.0,0,17
7223,1,2,810.0,2.0,2.0,34.5,3,112
7224,0,3,1650.0,3.0,2.0,51.98,3,112
7225,1,3,1595.0,3.0,2.0,70.39,3,112
7226,1,2,1060.0,2.0,1.0,35.0,3,108
7227,1,3,1410.0,2.0,3.0,65.0,3,112
7228,1,3,1523.0,2.0,2.0,56.0,3,82
7229,0,3,1591.0,3.0,1.0,122.0,3,65
7230,1,3,1640.0,3.0,3.0,84.0,3,112
7231,1,1,450.0,1.0,0.0,16.0,0,110
7232,1,3,1305.0,2.0,2.0,60.0,3,14
7233,1,3,1590.0,3.0,1.0,54.0,3,109
7234,1,2,1240.0,2.0,3.0,45.0,0,61
7235,1,2,1200.0,2.0,2.0,54.0,3,112
7236,1,2,1100.0,2.0,1.0,41.16,3,30
7237,1,2,1180.0,2.0,1.0,128.0,3,70
7238,1,2,1115.0,2.0,1.0,50.0,3,95
7239,1,2,845.0,2.0,1.0,33.0,3,19
7240,1,3,1567.2,2.0,0.0,190.0,3,112
7241,1,3,1310.0,2.0,2.0,45.0,3,27
7243,1,2,959.0,2.0,1.0,42.5,0,112
7244,1,4,1200.0,4.0,1.0,140.0,0,2
7247,0,2,1390.0,2.0,2.0,70.21,3,109
7249,1,3,1280.0,2.0,2.0,69.0,3,112
7250,1,7,1280.0,5.0,3.0,150.0,2,112
7252,1,2,1000.0,2.0,0.0,58.0,3,112
7253,0,2,1196.0,2.0,2.0,57.9,3,80
7254,1,3,1220.0,3.0,2.0,57.0,3,95
7255,0,2,950.0,2.0,1.0,31.95,3,5
7257,1,2,1141.0,2.0,1.0,55.0,3,112
7258,1,2,1200.0,2.0,2.0,51.0,3,0
7259,1,3,1380.0,2.0,2.0,55.0,3,66
7260,1,2,855.0,2.0,1.0,32.0,3,31
7262,1,2,922.0,2.0,1.0,36.0,3,26
7263,1,2,1200.0,2.0,2.0,43.2,0,112
7264,1,3,1240.0,2.0,2.0,65.0,3,112
7265,0,2,1070.0,2.0,2.0,42.0,3,1
7266,1,2,1293.0,2.0,2.0,75.0,3,112
7267,1,3,1380.0,2.0,1.0,50.0,0,87
7268,1,3,1599.0,3.0,2.0,80.0,3,110
7269,1,2,967.0,2.0,2.0,41.1,3,112
7270,1,3,1885.0,3.0,3.0,90.0,3,112
7271,1,2,860.0,2.0,2.0,65.5,0,112
7273,1,2,1050.0,2.0,1.0,63.5,3,95
7274,1,3,1595.0,3.0,2.0,88.0,3,80
7275,1,2,1350.0,2.0,2.0,102.0,3,95
7276,1,2,1204.0,2.0,2.0,45.0,0,42
7278,1,2,1035.0,2.0,2.0,49.0,3,95
7279,0,2,1000.0,2.0,1.0,29.95,3,112
7280,1,3,1457.0,3.0,3.0,85.0,3,95
7282,0,2,1100.0,2.0,1.0,66.0,3,112
7283,0,3,1655.0,3.0,3.0,120.0,3,108
7284,1,3,1691.2,3.0,1.0,115.0,3,65
7285,0,2,1215.0,2.0,1.0,46.1,3,91
7286,1,2,1155.0,2.0,0.0,50.125,3,65
7287,0,3,1639.0,3.0,2.0,129.0,3,47
7288,0,3,1685.0,3.0,1.0,135.0,3,95
7289,1,5,1008.0,4.0,2.0,180.0,0,112
7290,1,2,1100.0,2.0,3.0,38.0,3,49
7291,0,3,2122.0,3.0,2.0,125.0,3,80
7292,1,2,1050.0,2.0,2.0,47.0,3,112
7293,1,2,1230.0,2.0,2.0,45.0,0,67
7294,1,3,1240.0,3.0,2.0,60.0,3,0
7295,0,3,1252.0,2.0,3.0,65.0,0,33
7296,1,3,1374.0,2.0,2.0,88.0,3,112
7297,0,1,500.0,1.0,1.0,30.0,3,2
7298,1,8,1200.0,8.0,2.0,225.0,2,112
7300,1,2,1040.0,2.0,3.0,45.0,3,13
7301,1,2,1350.0,2.0,2.0,68.0,3,95
7302,0,4,4003.0,6.0,3.0,300.0,3,108
7304,1,3,1560.0,3.0,1.0,90.0,3,40
7305,0,2,1151.0,2.0,1.0,43.16,3,7
7306,1,3,1360.0,2.0,2.0,47.59,3,103
7307,1,2,1250.0,2.0,2.0,60.0,3,112
7308,0,3,1110.0,2.0,2.0,29.97,3,26
7309,1,2,1015.0,2.0,2.0,50.0,0,46
7310,1,3,1351.0,2.0,2.0,78.0,3,60
7311,1,2,960.0,2.0,2.0,50.0,3,110
7312,0,2,1110.0,2.0,2.0,52.0,3,112
7313,1,3,1680.0,3.0,2.0,72.0,0,87
7314,1,3,2400.0,3.0,1.0,180.0,2,112
7316,0,3,1350.0,3.0,2.0,48.6,0,112
7317,1,2,1254.0,2.0,2.0,47.0,3,112
7318,1,3,1255.0,3.0,2.0,115.0,3,40
7319,1,2,1051.0,2.0,3.0,61.0,3,25
7320,1,3,1200.0,3.0,1.0,205.0,2,112
7321,1,2,1099.0,2.0,2.0,65.0,0,103
7322,1,3,2650.0,4.0,3.0,199.0,3,42
7323,0,4,2000.0,2.0,1.0,160.0,0,112
7324,1,2,1541.0,2.0,2.0,130.0,3,111
7325,0,3,1200.0,3.0,2.0,70.0,2,95
7326,1,2,1125.0,2.0,2.0,45.0,0,108
7327,1,3,1650.0,3.0,2.0,85.0,3,107
7328,1,1,834.0,1.0,1.0,62.0,3,112
7329,1,3,1320.0,3.0,2.0,60.0,3,112
7330,1,3,1200.0,3.0,1.0,149.0,2,112
7332,0,3,1500.0,3.0,2.0,74.0,3,81
7333,1,4,4400.0,5.0,2.0,500.0,2,108
7335,1,1,600.0,1.0,0.0,52.0,2,112
7336,1,2,1180.0,2.0,2.0,70.0,3,108
7337,1,2,1010.0,2.0,1.0,50.0,3,60
7338,1,2,1070.0,2.0,1.0,38.0,3,27
7339,1,3,1580.0,3.0,3.0,105.0,3,112
7342,1,3,1920.0,3.0,2.0,130.0,3,112
7343,1,3,1200.0,2.0,1.0,76.0,3,112
7344,1,2,1040.0,2.0,2.0,45.0,0,62
7345,1,3,1430.0,2.0,2.0,90.0,3,53
7346,1,3,1215.0,2.0,2.0,52.85,3,103
7347,1,1,650.0,1.0,1.0,70.0,3,112
7348,1,3,1564.0,3.0,1.0,105.0,3,100
7349,1,3,800.0,2.0,1.0,52.0,0,112
7350,1,2,750.0,2.0,0.0,58.0,0,49
7351,1,2,1200.0,2.0,2.0,60.0,3,66
7353,1,2,1200.0,2.0,2.0,44.4,3,16
7354,1,4,2000.0,4.0,1.0,135.0,3,112
7356,1,4,2400.0,4.0,2.0,480.0,2,112
7357,1,3,1650.0,3.0,3.0,105.0,0,109
7358,0,2,1235.0,2.0,2.0,148.0,3,112
7359,1,2,1200.0,2.0,2.0,55.0,0,109
7361,1,2,985.0,2.0,2.0,42.0,3,68
7362,0,3,1475.0,2.0,2.0,63.0,3,91
7364,0,3,1157.0,2.0,1.0,53.99,3,95
7365,1,2,900.0,2.0,3.0,35.0,0,112
7366,1,4,2500.0,3.0,2.0,120.0,2,36
7367,1,2,1030.0,2.0,1.0,60.0,0,112
7368,0,2,1000.0,2.0,1.0,46.0,3,112
7369,1,4,3800.0,3.0,3.0,325.0,0,95
7370,0,4,4260.0,4.0,2.0,333.0,2,66
7371,1,5,1950.0,6.0,3.0,175.0,2,23
7372,1,3,1570.0,2.0,2.0,65.94,3,73
7373,0,2,1283.0,2.0,2.0,68.0,3,64
7374,1,3,875.0,2.0,2.0,40.0,0,33
7375,1,2,1200.0,2.0,2.0,52.0,3,112
7376,1,3,2700.0,3.0,0.0,500.0,2,112
7377,1,3,2400.0,2.0,3.0,180.0,2,112
7378,1,3,1250.0,2.0,2.0,68.75,3,112
7379,0,4,3630.0,6.0,1.0,196.0,3,84
7380,1,2,990.0,2.0,2.0,37.62,3,109
7382,1,2,1280.0,2.0,2.0,90.0,3,112
7383,0,4,2750.0,4.0,0.0,413.0,3,112
7384,1,2,1190.0,2.0,1.0,55.0,0,112
7385,1,2,1100.0,2.0,2.0,60.0,3,112
7386,1,3,2075.0,3.0,1.0,175.0,3,112
7387,1,2,1133.0,2.0,1.0,55.0,0,41
7388,1,4,2400.0,3.0,3.0,140.0,0,96
7389,1,2,1280.0,2.0,2.0,69.0,3,108
7390,1,3,1250.0,3.0,2.0,65.0,3,48
7391,1,3,1565.0,2.0,2.0,49.3,3,16
7392,1,3,1900.0,3.0,0.0,65.0,3,112
7393,1,2,1080.0,2.0,2.0,45.0,0,112
7394,1,1,600.0,1.0,0.0,47.0,3,112
7395,1,3,1240.0,4.0,1.0,180.0,2,112
7396,1,3,1335.0,2.0,1.0,87.0,0,112
7397,1,2,1246.0,2.0,1.0,67.3,3,107
7399,1,3,1385.0,3.0,1.0,55.0,3,95
7400,0,3,1578.0,3.0,1.0,73.9,3,112
7402,0,3,1700.0,3.0,1.0,79.9,3,95
7403,1,4,1050.0,4.0,0.0,90.0,2,112
7404,1,2,1120.0,2.0,1.0,70.0,0,105
7405,1,1,435.0,1.0,1.0,22.0,3,32
7406,1,2,1116.0,2.0,1.0,51.89,3,112
7407,1,3,1480.0,3.0,2.0,95.0,3,84
7408,1,2,1000.0,2.0,2.0,50.0,0,49
7409,1,2,1145.0,2.0,2.0,46.0,3,39
7410,1,2,800.0,1.0,1.0,32.0,3,21
7411,0,2,1265.0,2.0,1.0,83.0,3,100
7412,0,3,1700.0,3.0,0.0,88.2,3,29
7413,1,2,1475.0,2.0,1.0,70.0,3,112
7414,1,2,1265.0,2.0,2.0,55.0,3,11
7415,1,2,1200.0,2.0,0.0,58.0,0,7
7416,1,3,2180.0,3.0,2.0,210.0,3,112
7417,1,2,1080.0,2.0,3.0,50.0,3,23
7418,1,3,2023.0,4.0,2.0,130.0,3,108
7419,1,2,2400.0,2.0,3.0,125.0,3,112
7420,1,3,1545.0,2.0,2.0,66.0,3,112
7421,1,3,1804.0,3.0,2.0,166.0,3,62
7422,1,2,1200.0,2.0,1.0,200.0,2,112
7424,0,2,1108.0,2.0,1.0,74.23,3,47
7425,1,3,1730.0,3.0,2.0,115.0,3,80
7426,1,3,1427.0,2.0,3.0,70.0,3,112
7427,1,2,935.0,2.0,1.0,35.53,3,109
7428,1,2,1073.0,2.0,2.0,31.77,3,112
7429,1,2,960.0,2.0,3.0,37.0,0,8
7430,1,3,2215.0,4.0,2.0,150.0,3,101
7431,0,2,1125.0,2.0,1.0,32.49,0,33
7432,1,2,1230.0,2.0,3.0,55.0,0,23
7434,1,2,1080.0,2.0,2.0,75.0,3,1
7436,1,2,1200.0,1.0,1.0,103.0,2,80
7437,1,3,1590.0,3.0,2.0,58.0,3,103
7438,1,3,1350.0,3.0,2.0,68.0,3,112
7439,1,3,1400.0,2.0,2.0,48.0,3,89
7440,1,3,1560.0,2.0,3.0,72.0,3,61
7441,1,4,1810.0,3.0,2.0,57.0,0,112
7442,1,3,2274.24,4.0,1.0,160.0,3,112
7443,0,3,1484.0,3.0,1.0,74.18,3,112
7444,1,3,1650.0,3.0,3.0,220.0,0,54
7445,1,3,1455.0,2.0,2.0,55.0,3,112
7446,1,3,2280.0,4.0,2.0,184.0,3,100
7448,0,3,2079.0,3.0,3.0,220.0,0,35
7449,1,2,1351.0,2.0,2.0,74.0,3,112
7450,1,3,1223.0,2.0,2.0,42.81,3,65
7451,0,3,1430.0,2.0,1.0,61.0,3,59
7452,1,4,3589.0,5.0,0.0,400.0,0,108
7453,0,3,1310.0,2.0,2.0,37.83,3,33
7454,1,4,1800.0,4.0,1.0,300.0,2,27
7455,0,4,1120.0,4.0,2.0,175.0,2,112
7456,0,2,984.0,2.0,1.0,55.0,3,95
7457,1,3,1770.0,3.0,3.0,100.0,0,57
7458,1,2,900.0,3.0,1.0,105.0,2,112
7459,1,5,1350.0,5.0,1.0,120.0,2,92
7461,1,2,1140.0,2.0,1.0,60.0,0,112
7462,0,2,1170.0,2.0,3.0,34.0,3,20
7463,1,2,1160.0,2.0,2.0,46.39,3,112
7464,0,2,1296.0,2.0,1.0,89.0,3,65
7465,1,3,1570.0,3.0,2.0,80.0,0,112
7466,1,3,1495.0,2.0,2.0,65.0,3,112
7467,1,3,1530.0,2.0,2.0,67.0,3,47
7468,1,5,900.0,4.0,0.0,140.0,2,90
7469,1,3,1800.0,3.0,1.0,70.0,3,112
7470,1,2,1088.0,2.0,2.0,48.0,3,17
7471,0,3,1533.0,3.0,1.0,98.18,3,50
7472,1,2,1100.0,2.0,1.0,68.0,3,88
7473,1,3,1540.0,3.0,3.0,90.0,0,112
7475,0,2,1040.0,2.0,1.0,68.59,3,50
7476,1,6,1034.0,6.0,2.0,101.0,0,112
7477,1,2,1260.0,2.0,1.0,39.69,3,16
7479,1,2,1245.0,2.0,2.0,100.0,3,101
7480,1,3,1350.0,3.0,0.0,75.0,3,112
7483,1,2,920.0,2.0,2.0,60.0,3,106
7484,1,6,2300.0,7.0,0.0,160.0,0,112
7485,1,2,1124.0,2.0,1.0,30.35,3,94
7486,0,4,2095.0,3.0,1.0,109.0,3,110
7487,0,2,1100.0,2.0,1.0,71.42,3,16
7488,1,2,1019.0,2.0,1.0,58.0,3,106
7489,1,3,1756.0,3.0,2.0,128.0,3,41
7490,0,3,1280.0,3.0,1.0,50.0,3,21
7491,1,4,1200.0,3.0,2.0,125.0,2,112
7492,1,3,1700.0,3.0,2.0,150.0,3,54
7493,0,3,2134.0,4.0,2.0,118.0,3,108
7494,0,2,1369.1,2.0,1.0,98.0,3,50
7495,1,3,600.0,3.0,1.0,69.0,2,97
